pathway_id	pathway_name	genes
R-HSA-6784531	tRNA processing in the nucleus	A8CG34,O15504,O43592,O75694,O75817,O75818,O95059,O95639,O95707,P12270,P33240,P35658,P37198,P49790,P49792,P52948-3,P52948-4,P52948-5,P55735,P57740,P62826,P78345,P78346,P78406,Q10570,Q12769,Q52LJ0,Q5SRE5,Q7Z3B4,Q7Z6J9,Q8IWT0,Q8N1F7,Q8NCE0,Q8NFH3,Q8NFH4,Q8NFH5,Q8TEM1,Q8WUM0,Q8WW01,Q92499,Q92621,Q92989,Q969H6,Q96EE3-1,Q96EE3-2,Q96HA1,Q96Q11,Q99567,Q99575,Q9BQ52,Q9BSV6,Q9BTX1,Q9BUL9,Q9BVC5,Q9BVL2-1,Q9BVL2-2,Q9BW27,Q9H633,Q9NRG9,Q9UKX7,Q9Y224,Q9Y3I0
R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	A8CG34,O00187-1,O14920,O15111,O15504,O43187,O43318,O43353,O60603,O75694,O94826,O94855,O95486,O95487,O95786,P01562,P01563,P01566,P01567,P01568,P01569,P01570,P01571,P01574,P01889,P01893,P04439,P05013,P05014,P05015,P05161,P07900,P08238,P0CG47,P0CG48,P0DTC1,P0DTC2,P0DTC3,P0DTC4,P0DTC4,P0DTC5,P0DTC6,P0DTC7,P0DTC8,P0DTC9,P0DTD1-1,P0DTD1,P0DTD2,P10321,P11226,P12270,P13747,P17181,P17693,P23458,P29350,P29597,P30511,P32881,P35247,P35658,P37198,P42224-1,P42224-2,P42224,P48551-2,P48740,P49790,P49792,P51617,P52292,P52630,P52948-3,P52948-4,P52948-5,P53992,P55735,P57740,P59046,P61088,P61769,P62633,P62979,P62987,P78406,Q06124,Q12769,Q13114,Q13283,Q13404,Q14164,Q14258,Q14457,Q14653,Q15399,Q15436,Q15750,Q16552,Q3LXA3,Q5SRE5,Q6PKG0,Q6ZNE5,Q7Z3B4,Q7Z434,Q86WV6,Q8IUD6,Q8N1F7,Q8N5C8,Q8NAC3,Q8NEB9,Q8NFH3,Q8NFH4,Q8NFH5,Q8TEM1,Q8WUM0,Q92621,Q92793,Q92985,Q96EE3-1,Q96EE3-2,Q96F46,Q96HA1,Q96P20,Q96PD4,Q99567,Q99570,Q9BRV8,Q9BTX1,Q9BVL2-1,Q9BVL2-2,Q9BW27,Q9BYX4,Q9C037,Q9HC29,Q9NR97,Q9NRG9,Q9NYJ8,Q9NYK1,Q9UHD2,Q9UKX7,Q9UN86,Q9Y239,Q9Y4K3,Q9Y6B6,Q9Y6K9
R-HSA-5635838	Activation of SMO	A8K855,O43323,O95995,P25098,P25098,P32121,P32121,P48729,P48729,P49407,P49407,P54826,P57679,P57679,Q13635,Q14623,Q15465,Q4KMG0,Q6IPM2,Q86UK5,Q86UK5,Q99835,Q99835,Q9BWV1,Q9Y496,Q9Y496
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	A8K8P3,O00444,O14965,O14974,O15078,O43303,O43805,O60237-4,O75665,O75935,O94927,O94986,O95067,O95613,O95684,P04350,P06493,P07437,P07900,P0CG47,P0CG48,P14635,P17612,P23258,P30153,P31323,P41208,P43034,P48730,P49674,P51955,P53350,P61006,P61163,P61981,P62140,P62258,P62979,P62987,P63167,P63208,P68366,P68371,Q13409,Q13561,Q13616,Q14008,Q14203-2,Q14204,Q15154,Q15691,Q5BJF6,Q5JTW2,Q66GS9,Q68CZ6,Q6PGQ7,Q71U36,Q7Z460,Q7Z4H7,Q7Z7A1,Q86SQ7,Q86XR8,Q8NHQ1,Q8NHV4,Q8TAP6,Q8TCU4,Q8TEP8,Q96CS2,Q96CV9,Q96IF1,Q96MT8,Q96SN8,Q99871,Q99996,Q9BT25,Q9BV73,Q9BYV8,Q9H6D7,Q9HC77,Q9NVX0,Q9NXR1,Q9P209,Q9UKB1,Q9UPN4,Q9UPV0,Q9Y297,Q9Y2I6
R-HSA-380259	Loss of Nlp from mitotic centrosomes	A8K8P3,O00444,O15078,O43303,O43805,O75665,O75935,O94927,O94986,O95613,O95684,P04350,P06493,P07437,P07900,P17612,P23258,P30153,P31323,P41208,P43034,P48730,P49674,P51955,P53350,P61163,P61981,P62258,P63167,P68366,P68371,Q13409,Q13561,Q14008,Q14203-2,Q14204,Q15154,Q15691,Q5BJF6,Q5JTW2,Q66GS9,Q68CZ6,Q71U36,Q7Z460,Q7Z4H7,Q7Z7A1,Q86SQ7,Q86XR8,Q8NHQ1,Q8NHV4,Q8TAP6,Q8TCU4,Q8TEP8,Q96CS2,Q96MT8,Q96SN8,Q99871,Q99996,Q9BT25,Q9BV73,Q9BYV8,Q9H6D7,Q9HC77,Q9NVX0,Q9NXR1,Q9P209,Q9UPN4,Q9UPV0,Q9Y2I6
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	A8K8P3,O00444,O15078,O43303,O43805,O75665,O75935,O94927,O94986,O95613,O95684,P04350,P06493,P07437,P07900,P17612,P21127,P23258,P30153,P31323,P41208,P43034,P48730,P49674,P51955,P53350,P61163,P61981,P62258,P63167,P68366,P68371,Q08AG7,Q13409,Q13561,Q14008,Q14203-2,Q14204,Q15154,Q15691,Q5BJF6,Q5JTW2,Q66GS9,Q68CZ6,Q6NZ67,Q6P582,Q71U36,Q7Z460,Q7Z4H7,Q7Z7A1,Q86SQ7,Q86XR8,Q8NHQ1,Q8NHV4,Q8TAP6,Q8TCU4,Q8TEP8,Q96CS2,Q96CW5,Q96MT8,Q96RT7,Q96RT8,Q96SN8,Q99871,Q99996,Q9BSJ2,Q9BT25,Q9BV73,Q9BYV8,Q9H6D7,Q9HC77,Q9NRH3,Q9NVX0,Q9NXR1,Q9P209,Q9UGJ1,Q9UPN4,Q9UPV0,Q9UQ88,Q9Y2I6,Q9Y5B8
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	A8K8P3,O00444,O15078,O43303,O43805,O75665,O75935,O94927,O94986,O95613,O95684,P04350,P06493,P07437,P07900,P17612,P23258,P30153,P31323,P41208,P43034,P48730,P49674,P51955,P53350,P61163,P61981,P62258,P63167,P68366,P68371,Q13409,Q13561,Q14008,Q14203-2,Q14204,Q15154,Q15691,Q5BJF6,Q5JTW2,Q66GS9,Q68CZ6,Q71U36,Q7Z460,Q7Z4H7,Q7Z7A1,Q86SQ7,Q86XR8,Q8NHQ1,Q8NHV4,Q8TAP6,Q8TCU4,Q8TEP8,Q96CS2,Q96MT8,Q96SN8,Q99871,Q99996,Q9BT25,Q9BV73,Q9BYV8,Q9H6D7,Q9HC77,Q9NVX0,Q9NXR1,Q9P209,Q9UPN4,Q9UPV0,Q9Y2I6
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	A8K8P3,O00444,O15078,O15259,O43303,O43805,O75161,O75665,O75935,O94927,O94986,O95613,O95684,P04350,P06493,P07437,P07900,P17612,P23258,P30153,P31323,P41208,P43034,P48730,P49674,P51955,P53350,P61006,P61163,P61981,P62258,P62491,P63167,P68366,P68371,Q13409,Q13561,Q14008,Q14203-2,Q14204,Q15019,Q15051,Q15154,Q15691,Q2MV58,Q4AC94,Q5BJF6,Q5HYA8,Q5JTW2,Q5T7B8,Q5TB80,Q66GS9,Q68CZ1,Q68CZ6,Q6IQ55,Q6NUS6,Q71U36,Q7Z460,Q7Z4H7,Q7Z7A1,Q86SQ7,Q86XR8,Q8IW35,Q8N157,Q8NHQ1,Q8NHV4,Q8TAP6,Q8TCU4,Q8TEP8,Q8TES7,Q96CS2,Q96GX1,Q96L34,Q96MT8,Q96NL6,Q96QF0,Q96SN8,Q96ST8,Q99871,Q99996,Q9BPU9,Q9BT25,Q9BV73,Q9BYV8,Q9H6D7,Q9HC77,Q9NVX0,Q9NXB0,Q9NXR1,Q9P0N5,Q9P209,Q9P2K1,Q9UPM9,Q9UPN4,Q9UPV0,Q9Y2I6,Q9Y592
R-HSA-8854518	AURKA Activation by TPX2	A8K8P3,O00444,O14965,O15078,O43303,O43805,O75330,O75665,O75935,O94927,O94986,O95613,O95684,P04350,P06493,P07437,P07900,P17612,P23258,P30153,P31323,P41208,P43034,P48730,P49674,P51955,P53350,P61163,P61981,P62258,P63167,P68366,P68371,Q13409,Q13561,Q14008,Q14203-2,Q14204,Q15154,Q15691,Q5BJF6,Q5JTW2,Q66GS9,Q68CZ6,Q71U36,Q7Z460,Q7Z4H7,Q7Z7A1,Q86SQ7,Q86XR8,Q8NHQ1,Q8NHV4,Q8TAP6,Q8TCU4,Q8TEP8,Q96CS2,Q96MT8,Q96SN8,Q99871,Q99996,Q9BT25,Q9BV73,Q9BYV8,Q9H6D7,Q9HC77,Q9NVX0,Q9NXR1,Q9P209,Q9ULW0,Q9UPN4,Q9UPV0,Q9Y2I6
R-HSA-977443	GABA receptor activation	A8MPY1,O43307,O43307,P14867,P14867,P18505,P18505,P18507,P18507,P24046,P28472,P28472,P28476,P31644,P31644,P34903,P34903,P47869,P47869,P47870,P47870,P48169,P48169,Q16445,Q16445,Q99928,Q99928,Q9UN88,Q9UN88,Q9Y639
R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	A8MQ27,O00548,O14672,O76050,P0CG47,P0CG47,P0CG48,P0CG48,P32121,P46531,P46531,P49407,P49757,P49768,P49810,P62979,P62979,P62987,P62987,P78504,P78536,P80370,Q12860,Q86UW9,Q86UW9,Q86Y01,Q86Y01,Q86YT6,Q8NFT8,Q8WW43,Q92542,Q96AX9,Q96BI3,Q96J02,Q96J02,Q9NR61,Q9NZ42,Q9Y219,Q9Y219,Q9Y2E6,Q9Y2E6
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	A8MQ27,O00548,O14672,O15379,O60907,O75376,O76050,P01106,P0CG47,P0CG48,P24863,P46531,P49336,P49768,P49810,P56524,P62877,P62979,P62987,P63208,P78504,P78536,Q06330,Q09472,Q13495,Q13547,Q13573,Q13616,Q14469,Q5TA89,Q86YT6,Q8IZL2,Q8WUI4,Q8WW43,Q92542,Q92585,Q92769,Q92793,Q92830,Q92831,Q969H0-1,Q969H0-4,Q969S8,Q96AX9,Q96BI3,Q96DB2,Q96JK9,Q9BY41,Q9BZK7,Q9NQ87,Q9NR61,Q9NZ42,Q9UBN7,Q9UBP5,Q9UKV0,Q9UQL6,Q9Y219,Q9Y5J3,Q9Y618
R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	A8MQ27,O00548,O14672,O76050,P0CG47,P0CG48,P46531,P62979,P62987,P78504,P78536,Q86YT6,Q96AX9,Q9NR61,Q9Y219
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	A8MQ27,O00548,O14672,O15379,O60907,O75376,O76050,P01106,P0CG47,P0CG48,P24863,P46531,P49336,P49768,P49810,P56524,P62877,P62979,P62987,P63208,P78504,P78536,Q06330,Q09472,Q13495,Q13547,Q13573,Q13616,Q14469,Q5TA89,Q86YT6,Q8IZL2,Q8WUI4,Q8WW43,Q92542,Q92585,Q92769,Q92793,Q92830,Q92831,Q969H0-1,Q969H0-4,Q969S8,Q96AX9,Q96BI3,Q96DB2,Q96JK9,Q9BY41,Q9BZK7,Q9NQ87,Q9NR61,Q9NZ42,Q9UBN7,Q9UBP5,Q9UKV0,Q9UQL6,Q9Y219,Q9Y5J3,Q9Y618
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	A8MQ27,O00548,O00548,O14672,O76050,P0CG47,P0CG48,P0DPK3,P0DPK3,P0DPK4,P0DPK4,P21741,P49768,P49810,P62979,P62987,P78504,P78504,Q04721,Q04721,Q12860,Q7Z3S9,Q7Z3S9,Q86YT6,Q8WW43,Q92542,Q96AX9,Q96BI3,Q9NR61,Q9NR61,Q9NZ42,Q9Y219,Q9Y219
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	A8MQ27,O00308,O00548,O00548,O14672,O76050,P00533,P01133,P0CG47,P0CG47,P0CG48,P0CG48,P49768,P49810,P62979,P62979,P62987,P62987,P78504,P78504,Q86YT6,Q8WW43,Q92542,Q96AX9,Q96BI3,Q9NR61,Q9NR61,Q9NZ42,Q9UM47,Q9UM47,Q9Y219,Q9Y219,Q9Y6A5
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	A8MT69,O43482,O60264,O60814,P04908,P06748,P06899,P0C5Y9,P16104,P20671,P23527,P33778,P49450,P57053,P58876,P62805,P62807,Q03188,Q09028,Q13352,Q16576,Q16777,Q16778,Q5EE01,Q6FI13,Q6IPU0,Q6P0N0,Q71F23,Q71UI9,Q7L2Z9,Q8N0S6,Q8N257,Q8N2Z9,Q8NCD3,Q8NG31,Q92674,Q93077,Q93079,Q96A08,Q96BT3,Q96H22,Q96T23,Q99877,Q99878,Q99879,Q99880,Q9BS16,Q9BTM1,Q9BU64,Q9H3R5,Q9NSP4,Q9NYP9,Q9Y265
R-HSA-170670	Adenylate cyclase inhibitory pathway	A8MTJ3,A8MTJ3,O43306,O43306,O60266,O60266,O60503,O60503,O95622,O95622,P04899,P04899,P08754,P08754,P38405,P40145,P40145,P51828,P51828,P63096,P63096,Q08462,Q08462,Q08828,Q08828,Q8NFM4,Q8NFM4
R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	A8MTJ3,O14842,P01275,P01275,P07492,P16520,P26367,P27487,P29120,P35222,P41159,P61009,P62873,P67812,Q15005,Q5NUL3,Q8TDV5,Q99626,Q9BY50,Q9NQB0,Q9P2W3,Q9Y6A9
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	A8MTJ3,O14610,O14775,O60262,P04899,P08754,P16520,P50150,P50151,P59768,P61952,P62873,P62879,P63096,P63211,P63215,P63218,Q9H244,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-418555	G alpha (s) signalling events	A8MTJ3,O00155,O00408,O14610,O14775,O14804,O43194,O43306,O43306,O60262,O60266,O60266,O60503,O60503,O60658,O60894,O60895,O60896,O75388,O95263,O95622,O95622,O95838,P01185,P01189,P01215,P01222,P01225,P01229,P01258,P01270,P01275,P01282,P01286,P04090,P04899,P06850,P06881,P07550,P08588,P08754,P09681,P09683,P0C0P6,P10092,P10997,P12272,P12931,P13945,P16473,P16520,P18509,P19086,P21728,P21918,P22888,P23945,P25021,P25098,P27815,P29274,P29275,P30518,P30988,P32121,P32241,P32245,P33032,P34947,P34969,P34998,P35318,P35408,P35626,P40145,P40145,P41586,P41587,P41968,P43116,P43119,P43220,P43250,P47871,P47872,P48546,P49190,P49407,P49685,P50150,P50151,P50406,P51460,P51828,P51828,P54750,P59768,P61952,P62873,P62879,P63092,P63092,P63096,P63211,P63215,P63218,Q01064,Q01718,Q01726,Q02643,Q03431,Q08462,Q08462,Q08493,Q08499,Q08828,Q08828,Q13258,Q13324,Q13370,Q13639,Q13946,Q14432,Q14439,Q16602,Q5JWF2,Q5JWF2,Q6W5P4,Q7Z4H4,Q86YW7,Q8NFM4,Q8NFM4,Q8NGU9,Q8TDU6,Q8WXD0,Q8WXF3,Q969N4,Q96A98,Q96G91,Q96RI8,Q96RI9,Q96RJ0,Q96T91,Q99678,Q9HAV0,Q9HBX9,Q9HCR9,Q9NP56,Q9NQS5,Q9NS67,Q9NS75,Q9NYM4,Q9P1P4,Q9P1P5,Q9P2W3,Q9UBI6,Q9UK08,Q9Y233,Q9Y5Y3
R-HSA-9009391	Extra-nuclear estrogen signaling	A8MTJ3,O00459,O14610,O14775,O14944,O43815,O60262,P00533,P01133,P01135,P03372-3,P03372-4,P03372,P04792,P04899,P07900,P08069,P08253,P08254,P08754,P09237,P0DP23,P12931,P14780,P15514,P16520,P27986,P29353-1,P29353-2,P29353-3,P29474,P31749,P35070,P42336,P50150,P50151,P51636,P59768,P61952,P62873,P62879,P63096,P63211,P63215,P63218,Q03135,Q05397,Q6UW88,Q8IVQ6,Q92569,Q92731,Q99075,Q99500,Q99873,Q9HAV0,Q9NXF8,Q9NYA1,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-9634597	GPER1 signaling	A8MTJ3,O14610,O14775,O43306,O43306,O60262,O60266,O60266,O60503,O60503,O95622,O95622,P02751,P04899,P05556,P08648,P08754,P10644,P12931,P13861,P16520,P17612,P17612,P19086,P22612,P22612,P22694,P22694,P29353-1,P29353-2,P29353-3,P31321,P31323,P40145,P40145,P50150,P50151,P51828,P51828,P59768,P61952,P62873,P62879,P63092,P63092,P63096,P63211,P63215,P63218,Q08462,Q08462,Q08828,Q08828,Q5JWF2,Q5JWF2,Q8NFM4,Q8NFM4,Q99527,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	A8MTJ3,O14610,O14775,O43306,O43306,O60262,O60266,O60266,O60503,O60503,O95622,O95622,P04899,P05231,P08754,P10644,P13861,P16220-1,P16220-1,P16520,P17612,P17612,P19086,P22612,P22612,P22694,P22694,P29275,P31321,P31323,P40145,P40145,P50150,P50151,P51817,P51828,P51828,P59768,P61952,P62873,P62879,P63092,P63092,P63096,P63211,P63215,P63218,Q08462,Q08462,Q08828,Q08828,Q5JWF2,Q5JWF2,Q8NFM4,Q8NFM4,Q9HAV0,Q9P2W3,Q9UBI6,Q9UK08
R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	A8MTJ3,A8MTJ3,O60939,P16520,P16520,P59533,P59533,P59534,P59534,P59535,P59535,P59536,P59536,P59537,P59537,P59538,P59538,P59540,P59540,P59541,P59541,P59543,P59543,P59544,P59544,P62873,P62873,Q00722,Q07699,Q13255,Q14573,Q14833,Q15858,Q7RTX0,Q7RTX0,Q7RTX1,Q7RTX1,Q86XJ0,Q8IU99,Q8IWT1,Q8TD43,Q8TE23,Q8TE23,Q99250,Q9NY46,Q9NYV7,Q9NYV7,Q9NYV8,Q9NYV8,Q9NYV9,Q9NYV9,Q9NYW0,Q9NYW0,Q9NYW2,Q9NYW2,Q9NYW3,Q9NYW3,Q9NYW4,Q9NYW4,Q9NYW5,Q9NYW5,Q9NYW6,Q9NYW6,Q9NYW7,Q9NYW7,Q9NZQ8,Q9P2W3,Q9P2W3
R-HSA-9796292	Formation of axial mesoderm	A8MTQ0,O15178,O75593,P35222,P36402,P46937,P55317,P84022,Q15465,Q15561,Q15562,Q15796,Q9UJU2,Q9Y261
R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	A8MTZ0,P17987,P32745,P48643,P49368,P50990,P50991,P78371,Q3SYG4,Q6ZW61,Q8IWZ6,Q8N3I7,Q8NFJ9,Q8TAM1,Q8TAM2,Q96QF0,Q96RK4,Q99705,Q99835,Q9BXC9,Q9H0F7,Q9NPJ1,Q9NQ48
R-HSA-5628897	TP53 Regulates Metabolic Genes	A8MV81,O00483,O14548,O43504,O43741,O43819,O94925,P00390-2,P00395,P00403,P00414,P04637,P06744,P09669,P10176,P10599,P10606,P11413,P12074,P13073,P14406,P14854,P15954,P18283,P20674,P24310,P24311,P27348,P30044-2,P31749,P31751,P31946,P31947,P32119,P42345,P49815,P54619,P54646,P58004,P58005,P60484,P61981,P62258,P63104,P99999,Q02221,Q04917,Q06830,Q0VGL1,Q13131,Q15382,Q16881,Q5VZM2,Q6IAA8,Q6YFQ2,Q7L523,Q7LG56,Q7Z4L0,Q8N122,Q8NBW4,Q8NDV7,Q92574,Q96KJ9,Q9BVC4,Q9H3D4,Q9H9G7,Q9HB90,Q9HCE1,Q9HCJ0,Q9HCK5,Q9NQ88,Q9NQL2,Q9NX09,Q9UGI9,Q9UGJ0,Q9UHA4,Q9UI32,Q9UKV8,Q9UL18,Q9UPQ9,Q9Y243,Q9Y2Q5,Q9Y478,Q9Y6P5-1,Q9Y6P5-3
R-HSA-611105	Respiratory electron transport	A8MV81,O00217,O00483,O14521,O14548,O14561,O14949,O14957,O15239,O43181,O43674,O43676,O43677,O43678,O43920,O75251,O75306,O75380,O75438,O75489,O95139,O95167,O95168,O95169,O95178,O95182,O95298,O95299,O96000,P00156,P00395,P00403,P00414,P03886,P03891,P03897,P03905,P03915,P03923,P07919,P08574,P09669,P10176,P10606,P12074,P13073,P13804,P14406,P14854,P14927,P15954,P17568,P19404,P20674,P21912,P22695,P24310,P24311,P28331,P31040,P31930,P38117,P47985,P49821,P51970,P53701,P56181,P56556,P99999,Q02221,Q12931,Q16134,Q16718,Q16795,Q6YFQ2,Q7Z4L0,Q86Y39,Q96B77,Q96KJ9,Q96MF6,Q99643,Q9GZY4,Q9H8M1,Q9NX14,Q9P0J0,Q9UDW1,Q9UI09,Q9Y6M9
R-HSA-9707564	Cytoprotection by HMOX1	A8MV81,O00483,O14548,O15379,O60907,O75182-1,O75376,P00395,P00403,P00414,P02768,P07148,P09601,P09601,P09669,P10176,P10606,P12074,P13073,P14406,P14854,P15954,P19793,P20674,P24310,P24311,P30043,P30519,P33527,P40763,P53004,P68871,P69905,P99999,Q02221,Q07869,Q13882,Q14686,Q15596,Q15648,Q15788,Q3L8U1,Q6STE5,Q6YFQ2,Q7Z4L0,Q86X55,Q92793,Q96KJ9,Q96P20,Q96RS0,Q96ST3,Q9BYK8,Q9BZK7,Q9H3M7,Q9UGK3,Q9Y618
R-HSA-9772755	Formation of WDR5-containing histone-modifying complexes	A8MW92,O00255,O14686,O15047,O15294,O15550,O75475,O75478,O75528,P51610,P61964,Q01658,Q03164,Q14686,Q15291,Q6UXN9,Q6ZW49,Q7Z3B3,Q8IYH5,Q8NEZ4,Q8NFC6,Q92830,Q92831,Q96ES7,Q96EZ8,Q96IK1,Q9BTK6,Q9BVI0,Q9C005,Q9H6P5,Q9H6P5,Q9H7Z6,Q9H8E8,Q9H9L4,Q9NS73,Q9P0U4,Q9P2N6,Q9UBL3,Q9ULM3,Q9ULX6,Q9UMN6,Q9UMN6,Q9UPS6,Q9Y5Z7
R-HSA-1461957	Beta defensins	A8MXU0,O15263,O60603,P0DP73,P0DP74,P41597,P51684,P59861,P60022,P81534,Q15399,Q30KP8,Q30KP9,Q30KQ1,Q30KQ3,Q30KQ4,Q30KQ5,Q30KQ6,Q30KQ7,Q30KQ8,Q30KQ9,Q30KR1,Q4QY38,Q5J5C9,Q7Z7B7,Q7Z7B8,Q8IZN7,Q8N104,Q8N687,Q8N688,Q8N690,Q8NES8,Q8NET1,Q8NG35,Q8WTQ1,Q96PH6,Q9BYW3,Q9H1M3,Q9H1M4
R-HSA-390918	Peroxisomal lipid metabolism	A8MXV4,P0C024,Q5T8D3,Q8NC06,Q9NYQ3
R-HSA-9033241	Peroxisomal protein import	A8MXV4,A8MXV4,O00116,O00116,O00623,O00623,O00628,O00628,O14734,O14734,O14832,O14832,O14975,O14975,O15228,O15228,O15254,O15254,O43933,O43933,O60683,O60683,O75381,O75381,O75521-2,O75521-2,O75874,O75874,O95822-2,O95822-2,P04040,P04040,P09110,P09110,P0C024,P0C024,P0CG47,P0CG47,P0CG48,P0CG48,P14735,P14735,P14920,P14920,P21549,P21549,P22307,P22307,P28328,P28328,P34913,P34913,P35228,P35228,P35914,P35914,P39210,P39210,P43155,P43155,P49753,P49753,P50542-1,P50542-1,P50542-2,P50542-2,P51659,P51659,P51668,P61077,P62837,P62979,P62979,P62987,P62987,Q08426,Q08426,Q13011,Q13011,Q13608,Q13608,Q14032,Q14032,Q15067,Q15067,Q2T9J0,Q2T9J0,Q6FIF0,Q6FIF0,Q6QHF9,Q6QHF9,Q7Z412,Q7Z412,Q86WA8,Q86WA8,Q8N9L9,Q8N9L9,Q92968,Q92968,Q93008,Q93008,Q99424,Q99424,Q99489,Q99489,Q9BTZ2,Q9BTZ2,Q9BY49,Q9BY49,Q9NUI1,Q9NUI1,Q9NYQ3,Q9NYQ3,Q9P0Z9,Q9P0Z9,Q9UHK6,Q9UHK6,Q9UJ83,Q9UJ83,Q9UJM8,Q9UJM8,Q9UKG9,Q9UKG9,Q9Y2Q3,Q9Y2Q3
R-HSA-1300642	Sperm Motility And Taxes	A8MYU2,Q6ZRH7,Q7RTX7,Q86XM0,Q86XQ3,Q8NEC5,Q96D96,Q96P56,Q9H7T0
R-HSA-198693	AKT phosphorylates targets in the nucleus	A8MYZ6,O43524,P16220-1,P22736,P31749,P31751,P98177,Q12778,Q9UBS0,Q9Y243
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	A8MYZ6,O15111,O15530,O43524,P16220-1,P22736,P31749,P31751,P38936,P42345,P46527,P49815,P49840,P49841,P55211,P85299,P98177,Q00987,Q12778,Q6R327,Q92934,Q96B36,Q9BPZ7,Q9BVC4,Q9UBS0,Q9Y243
R-HSA-9614399	Regulation of localization of FOXO transcription factors	A8MYZ6,O43524,P27348,P31749,P31751,P31946,P31947,P61981,P63104,P98177,Q12778,Q9Y243
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	A8MYZ6,O00253,O43524,O43524,P01189,P01303,P01308,P01308,P04040,P04150,P04179,P08833,P35557,P35558,P35575,P36956,P54252,P84022,P98177,P98177,Q12778,Q12778,Q13485,Q13547,Q15796,Q8N139,Q92769,Q969P5,Q969Q1,Q96ST3,Q9HCM2,Q9HD89,Q9NTG7,Q9NTG7,Q9UBK2
R-HSA-211945	Phase I - Functionalization of compounds	A9YTQ3,O00748,O43169,O75106,O75828,P00387,P07099,P08684,P16083,P19801,P20813,P22760,P23141,P27540,P30838,P35869,Q16853,Q5VT66,Q6UWW8,Q86WA6,Q969Z3,Q96DG6,Q9HBZ2
R-HSA-211976	Endogenous sterols	A9YTQ3,O75881,P01189,P05108,P08686,P10109,P11511,P15538,P19099,P19793,P22570,P22680,P27540,P35869,Q02318,Q15596,Q15788,Q16678,Q16850,Q6P4F2,Q6ZWL3,Q96RI1,Q9HBZ2,Q9NYL5,Q9Y6A2
R-HSA-211981	Xenobiotics	A9YTQ3,P04798,P05181,P08684,P10632,P10635,P11509,P11712,P20813,P20815,P20853,P24462,P24903,P27540,P33260,P33261,P35869,P51589,Q16696,Q8TAV3,Q96SQ9,Q9HB55,Q9HBZ2
R-HSA-8937144	Aryl hydrocarbon receptor signalling	A9YTQ3,O00170,P08238,P27540,P35869,Q15185,Q9HBZ2
R-HSA-8983711	OAS antiviral response	B1NKT1,O95786,P00973,P21333,P29728,P61221,Q05823,Q15646,Q6L8Q7,Q9Y6K5
R-HSA-9013424	RHOV GTPase cycle	B2RTY4,O00401,O43303,O43396,O43639,O96013,P06753,P16333,P27986,P29317,P46940,P60953,P67936,Q00610,Q01082,Q03001,Q13153,Q13177,Q13813,Q14155,Q14161,Q16584,Q7Z6J0,Q8IW35,Q8IWW6,Q8TAA9,Q8TDM6,Q8WUY9,Q93008,Q96KM6,Q96L33,Q9BYG5,Q9H792,Q9NNW5,Q9NPB6,Q9NQU5,Q9Y2X7
